Ville,Nombre de Salons,Population
villeneuve-sur-bellot,1,1142
berd'huis,1,1142
senozan,1,1141
saint-sauveur-de-montagut,1,1140
le breuil-sur-couze,1,1139
chassors,1,1139
pezou,1,1138
dun-le-palestel,1,1137
couiza,1,1137
saint-paul-cap-de-joux,1,1136
delme,1,1133
yquelon,2,1133
tour-en-sologne,1,1133
mouthe,1,1133
aigremont,1,1133
jourgnac,1,1130
chalabre,1,1130
bernos-beaulac,2,1127
saint-marcel,1,1121
saint-sulpice,1,1120
estivareilles,1,1119
sassetot-le-mauconduit,1,1118
la frette,1,1117
saint-sauveur-en-rue,1,1117
rompon,1,1112
valloire,1,1110
candas,1,1109
archigny,1,1109
clary,1,1108
machilly,1,1106
domart-en-ponthieu,1,1106
rumersheim-le-haut,1,1105
la tour-en-maurienne,1,1104
cadours,1,1104
seissan,2,1102
sainte-gauburge-sainte-colombe,1,1102
augy,1,1100
morvillars,1,1100
savy-berlette,1,1099
lourmarin,1,1099
talencieux,1,1098
durrenbach,1,1097
le donjon,1,1096
riquewihr,1,1096
aureilhan,1,1092
champs-sur-tarentaine-marchal,1,1092
saint-just,1,1091
garlan,1,1085
sarceaux,1,1084
la ronde,1,1082
saint-clar,1,1082
la chaize-giraud,1,1082
saint-hilaire-le-vouhis,1,1081
saint-claud,1,1081
choisey,1,1081
saint-piat,1,1080
tresserre,1,1079
ussy-sur-marne,1,1077
cheix-en-retz,1,1075
fitou,1,1072
ansouis,1,1070
wolfgantzen,1,1069
rougemontiers,1,1067
douvres,1,1067
le grand-village-plage,1,1065
navarrenx,1,1065
yainville,1,1063
saint-fiel,1,1061
fleury,1,1059
laives,1,1057
saint-dionisy,1,1052
belle-isle-en-terre,1,1050
jonchery,1,1049
moussoulens,1,1048
saint-thurien,1,1046
job,1,1046
le temple-sur-lot,1,1045
clion,1,1044
noisseville,1,1042
laluque,1,1039
allogny,1,1039
villaines-sous-malicorne,1,1037
champignelles,1,1036
saint-laurent-des-hommes,1,1036
torpes,1,1036
manneville-la-goupil,1,1035
apremont,1,1034
saint-vincent,1,1032
sainte-anne-sur-vilaine,1,1032
laussonne,1,1029
onesse-laharie,1,1028
vaulx-vraucourt,1,1027
carnin,1,1026
campagne,1,1026
triaize,1,1025
laval,4,1021
seyssel,3,1017
lussant,1,1016
auxon,1,1015
bournoncle-saint-pierre,1,1013
beaufort,1,1013
villereau,1,1010
conteville,1,1009
moncontour,1,1006
thiron-gardais,1,1006
ham-en-artois,1,1005
rainneville,1,1004
guiche,1,1001
sainte-catherine,1,1000
vayres-sur-essonne,1,996
cheffois,1,994
chambry,1,991
wiesviller,1,989
le merzer,1,986
cheffes,1,986
saint-haon-le-vieux,1,984
saint-denis-de-jouhet,1,983
saint-hippolyte,1,981
romagne,1,979
pitgam,1,978
maulette,1,978
pompignan,1,971
haute-amance,1,971
molliens-dreuil,1,969
roisey,1,967
valsonne,1,964
la chapelle-palluau,1,964
vion,1,962
cerdon,1,961
zudausques,1,960
chamoux-sur-gelon,1,958
sainte-colombe-sur-seine,1,958
saint-gilles,2,958
gouarec,1,957
crisolles,1,955
cornillon,1,955
saint-germain,2,953
saint-paul,11,952
odenas,1,952
saint-just,1,950
vincelles,1,950
langrolay-sur-rance,1,949
sail-sous-couzan,1,948
moutiers,3,945
gironcourt-sur-vraine,1,945
mas-saintes-puelles,1,944
loudes,1,942
demi-quartier,1,942
villate,1,939
ciry-salsogne,1,939
saint-gervais,1,939
sombernon,1,938
pointis-inard,1,938
cordelle,1,937
bully,1,937
le grand-pressigny,1,935
civray,3,934
verrens-arvey,1,930
aubepierre-ozouer-le-repos,1,927
grammond,1,927
saint-jacut-de-la-mer,1,925
avoudrey,1,924
montaudin,1,923
la bachellerie,1,919
pianottoli-caldarello,1,919
andilly,1,919
lamarche,1,917
leimbach,1,916
hudimesnil,1,916
les bordes,1,915
sault-de-navailles,1,914
champsecret,1,914
marolles,1,912
muespach,1,912
saint-hippolyte,1,911
correns,1,911
wintershouse,1,906
saint-castin,1,906
larmor-baden,1,906
josnes,1,905
villamblard,1,905
monts-sur-guesnes,1,900
luttange,1,900
froissy,1,899
docelles,1,897
la baume-de-transit,1,897
anglure,1,897
remilly-sur-tille,1,892
saint-pierre-de-chignac,1,888
caves,1,888
peyrieu,1,888
saint-hilaire-du-maine,1,887
montaigut-le-blanc,1,878
civrac-de-blaye,1,877
bascons,1,877
moncontour,1,876
guerting,1,874
arleux-en-gohelle,1,873
crulai,2,873
saint-julien,2,873
vacheresse,1,872
mouliherne,1,872
saint-jean-soleymieux,1,872
pardies,1,871
pampelonne,1,870
lisle,1,870
port,1,869
gauciel,1,868
hon-hergies,1,868
saint-jean-le-vieux,1,866
grues,1,865
vron,1,863
saint-savin,2,862
peyrelevade,1,861
chambry,1,860
saint-lary-soulan,1,860
saint-laurent,2,858
saint-symphorien-de-marmagne,1,857
durmenach,1,857
giat,1,855
guyans-vennes,1,854
raucourt-et-flaba,1,854
grilly,1,853
ventron,1,852
champagne-en-valromey,1,851
saignes,1,850
troisvilles,1,850
chabottes,1,848
vrigny,1,847
robert-espagne,1,847
luri,1,844
muille-villette,1,843
saramon,1,841
mondevert,1,840
saint-bonnet-sur-gironde,2,839
flumet,1,839
celles-sur-plaine,1,837
le passage,1,835
manciet,1,831
puyvert,1,831
montsalvy,1,829
montbrehain,1,829
les mollettes,1,828
gastes,1,828
autreville,1,827
nivigne et suran,1,825
clion,1,825
montreuil,3,823
saulces-monclin,1,821
la chapelle-glain,1,820
saint-joseph,5,820
ger,1,814
volmunster,1,814
la grandville,1,812
poligny,1,810
grosville,1,808
pont-en-royans,1,807
arros-de-nay,1,805
aignan,1,805
esmery-hallon,1,804
aigremont,1,804
saint-aulaire,1,802
binges,1,801
saillenard,1,801
canly,1,801
salmiech,1,797
cerdon,1,797
seychalles,1,796
saint-michel-de-rieufret,1,793
coise,1,791
saint-seurin-de-cursac,1,791
villars,1,791
espiet,1,791
marolles,1,790
bonnut,1,787
villaines-sous-bois,1,783
crayssac,1,783
eyrans,2,782
saint-laurent-en-caux,1,781
bambecque,1,780
bordes,2,780
saint-sulpice,1,779
rouez,1,779
ville,2,778
saint-bonnet-de-joux,1,778
hauteluce,1,777
soppe-le-bas,2,775
sornac,1,774
moussy,1,774
saint-hostien,1,773
monteneuf,1,771
vuillafans,1,770
barbaira,1,769
limons,1,767
warloy-baillon,2,764
saint-maximin,1,764
damvix,1,763
longeau-percey,1,762
francescas,1,758
sauzet,1,754
vallenay,1,753
val-de-dagne,1,750
ruffey-sur-seille,1,749
orbigny,1,747
cierp-gaud,1,746
genouillac,1,745
douzens,1,745
le malzieu-ville,1,745
marolles,1,743
frontenaud,1,742
moulins,2,740
merlines,1,738
saint-gervais,1,736
champdeuil,1,734
montaut,1,734
bootzheim,1,734
bermerain,1,734
sauvigny-le-bois,1,733
san-giuliano,1,732
villefranche-de-panat,1,730
saint-germain,2,727
simorre,1,727
moyenneville,1,727
saint-aubin,1,724
senan,1,724
essoyes,1,724
dommartin,2,724
vernon,1,724
villiers-le-sec,1,722
ry,1,720
meisenthal,1,716
saint-julien-de-cassagnas,1,713
sommevoire,1,712
aubessagne,1,710
grainville-langannerie,1,708
courset,1,706
saint-laurent,2,704
mercatel,1,704
richerenches,1,701
saint-bonnet-le-courreau,1,701
aussois,1,701
turny,1,701
morsbronn-les-bains,1,701
sainte-marie,1,700
saint-paul,11,698
estivareilles,1,698
saint-ybard,1,698
noyers-pont-maugis,1,698
le broc,1,695
saint-paul,11,695
marolles,1,694
gargas,1,694
ormoy,1,693
saint-avit,1,693
ozan,1,692
bourgneuf,1,692
breilly,1,689
verteillac,1,689
boulon,1,687
nizas,1,685
saint-louis,7,685
rochefort-sur-nenon,1,684
orignolles,1,683
allonne,1,683
grignols,1,682
bordeaux-saint-clair,1,680
aigues-vives,1,679
gignac,1,679
lalande-en-son,1,678
luxey,1,677
apremont,1,676
vauvillers,1,675
le mont-saint-adrien,1,674
saint-maximin,1,669
bannost-villegagnon,1,669
chaumont,3,666
montrieux-en-sologne,1,665
lacropte,1,664
saint-symphorien,1,664
staple,1,663
saint-martin-des-champs,1,661
mousseaux-neuville,1,661
saint-pierre,8,657
montbozon,1,656
saint-hippolyte,1,654
roaix,1,653
croisilles,1,653
saint-mards-en-othe,1,650
breuil-barret,1,647
changy,1,647
saint-just,1,647
naves,1,645
beaumont,2,642
moyenneville,1,642
sauveterre-de-comminges,1,642
brassac,1,642
clarac,1,641
villerville,1,641
ozillac,1,640
sommepy-tahure,1,639
montaut,1,639
sainte-scolasse-sur-sarthe,1,638
belleherbe,1,636
inchy-en-artois,1,633
aunac-sur-charente,1,628
bailleul,1,625
sillars,1,625
charency-vezin,1,625
hambers,1,623
laning,1,622
longues-sur-mer,1,621
rouy,1,621
caillac,1,620
pomerol,1,620
longueville,1,619
pontavert,1,619
saint-aignan,1,618
courdemanche,1,618
origny-le-sec,1,617
fontaine,3,617
sainte-austreberthe,1,617
la puye,1,616
saint-marcel,1,615
escragnolles,1,614
baratier,1,613
marigny-chemereau,1,613
avroult,1,611
courdemanche,1,609
lavernat,1,606
issus,1,605
vautorte,1,604
courbouzon,1,604
noyal-sur-brutz,1,603
montesquiou,1,603
ruffec,1,597
villers,1,596
saint-aubin,1,596
vinay,1,594
buysscheure,1,592
sainte-radegonde,1,591
aigues-vives,1,591
saint-martial-de-nabirat,1,588
marsilly,1,585
mittelschaeffolsheim,1,584
barfleur,1,580
monchy-au-bois,1,576
peyssies,1,576
saint-symphorien,1,574
bren,1,572
la cambe,1,571
lacanche,1,571
limont-fontaine,1,569
cours,4,567
hombourg-budange,1,566
ouillon,1,565
pierreval,1,564
fleury,1,563
les bordes,1,559
beaufort,1,559
saint-ciers-du-taillon,1,558
saint-gervais,1,558
mercey-le-grand,1,558
chamaret,1,557
fontcouverte,1,556
uttenheim,1,556
lessard-en-bresse,1,555
les angles,1,555
oust,1,552
montpeyroux,1,552
liesle,1,547
eydoche,1,546
janailhac,1,545
kirrwiller,1,545
la rochette,1,544
pujols,1,544
moux-en-morvan,1,542
mareuil-sur-arnon,1,542
catillon-fumechon,1,541
tubersent,1,541
la forge,1,540
heuchin,1,540
jouy,1,539
deneuvre,1,537
reuilly,1,537
jouhet,1,534
drouges,1,533
saint-remy,1,531
perthes,1,530
saint-salvy-de-la-balme,1,530
saint-laurent,2,529
notre-dame-de-commiers,1,524
saint-denis,20,524
fontcouverte-la-toussuire,1,524
bourdettes,1,523
crachier,1,523
chanaz,1,523
rouvroy,1,522
marcenat,1,522
frizon,2,522
padoux,1,521
chelles,1,521
sauzet,1,520
valprivas,1,520
baugy,1,520
franvillers,1,520
essert-romand,1,519
narcy,1,517
marville,1,517
saint-aubin,1,516
orainville,1,516
la romaine,1,515
longvilliers,1,514
montreuil,3,513
petiville,1,512
saint-laurent,2,512
fresselines,1,511
beaurepaire,1,510
montaut,1,510
saint-laurent-de-condel,1,509
chaumont,3,506
rancon,1,505
esse,1,505
lemud,1,504
saint-laurent,2,504
bouin-plumoison,1,503
montchal,1,502
saint-julien-de-civry,1,501
colmars,1,501
gouex,1,499
conteville,1,498
seur,1,496
torcy-le-petit,1,493
la grave,2,492
ormes,1,492
neaux,1,492
baralle,1,491
fontenay,1,489
saint-symphorien,1,489
ussel,3,488
abzac,1,485
annouville-vilmesnil,1,484
sainte-magnance,1,484
bellengreville,1,483
ormes,1,482
wadelincourt,1,478
verdilly,1,477
changy,1,476
aigues-vives,1,476
amettes,1,476
romagne,1,476
chenevelles,1,476
la rochette,1,475
raves,1,475
apremont,1,474
montgesoye,1,474
accous,1,474
sainte-anne,1,473
villars,1,472
selles,1,471
thoiry,1,468
beaufort,1,468
longchamp,1,467
sainte-radegonde,1,466
ayzac-ost,1,463
bricon,1,463
jarnages,1,463
vignes,1,462
annebault,1,461
courville,1,461
ouville,1,460
campagnac,1,456
bagneux,1,456
rely,1,456
florimont,1,452
aubusson,2,451
croisilles,1,451
geishouse,1,451
montbrun-les-bains,1,450
montpeyroux,1,449
la chapelle-saint-fray,1,448
saint-hippolyte,1,447
thury,1,447
courbouzon,1,445
saint-martin-de-bavel,1,443
chepy,1,442
feigneux,1,441
ormes,1,439
auxon,1,438
cheveuges,1,437
sainte-marie,1,437
la chapelle-taillefert,1,436
vincelles,1,434
heilly,1,432
lieusaint,1,431
faleyras,1,430
olivet,2,427
pringy,1,425
saint-aubin,1,424
apinac,1,424
rang,1,423
obermorschwiller,1,422
saint-vincent,1,421
givraines,1,420
saint-beauzire,1,420
soulaines-dhuys,1,419
borne,1,419
baye,1,418
saint-germain-en-montagne,1,417
rousson,1,416
saint-aignan,1,416
bully,1,415
montaigut-le-blanc,1,415
authieule,1,415
bonnes,1,415
chasselay,1,414
gannay-sur-loire,1,413
cesseras,1,411
kesseldorf,1,411
villecomtal,1,411
sainte-austreberthe,1,410
marcenat,1,409
villers-plouich,1,408
saint-vincent,1,408
selles,1,406
saint-sulpice,1,406
giverville,1,405
burey,1,405
saint-illiers-la-ville,1,403
bluffy,1,403
amblans-et-velotte,1,401
vicq,1,401
montmirail,1,398
thevet-saint-julien,1,397
rouillac,1,397
morangis,2,396
ratenelle,1,395
bourg-de-visa,1,392
saint-pierre-la-noaille,1,391
campagne,1,390
saint-cyprien,2,390
apremont,1,387
aubeterre-sur-dronne,1,387
herbinghen,1,386
genay,1,384
saint-gratien,1,383
saint-victor-en-marche,1,383
la haye,1,382
frasnoy,1,382
villespy,1,380
saint-savin,2,380
soncourt-sur-marne,1,379
villereau,1,378
torpes,1,376
fournels,1,375
saint-ambroix,2,373
longueville,1,373
saint-aubin,1,371
saint-poncy,1,367
saint-loup-du-dorat,1,366
noirefontaine,1,365
saint-marcel,1,365
coulobres,1,364
saint-pierre,8,362
saint-sulpice-les-champs,1,361
saint-jean-de-nay,1,360
barcelonne,1,359
dommartin,2,353
passy,2,352
montpeyroux,1,350
massy,1,348
les ormes,1,348
sornay,1,343
salles,1,341
falaise,2,339
labastide-villefranche,1,339
bonneville,2,338
vicq,1,337
selles,1,336
chevannes,2,333
bagneux,1,331
champoly,1,331
doucier,1,328
saint-michel,2,324
neuvy,1,323
ingrandes,1,322
campagne,1,321
saint-paul,11,318
perthes,1,317
crouttes,1,317
allonnes,1,316
saint-martin-des-champs,1,315
saint-avit,1,314
saint-martin-des-champs,1,313
doumy,1,312
azincourt,1,311
condes,1,310
saron-sur-aube,1,310
mars-sur-allier,1,310
saint-pierre,8,309
miremont,1,307
ligneyrac,1,307
curchy,1,307
mesbrecourt-richecourt,1,307
loudenvielle,1,306
eymouthiers,1,306
mailly-raineval,1,305
ancerville,1,304
saint-paul-de-fourques,1,303
poligny,1,303
baulay,1,303
saint-denis,20,303
roquefort,1,301
salles,1,300
jort,1,300
le castellet,1,299
beaumont,2,298
moissac-bellevue,1,298
voulaines-les-templiers,1,298
saint-michel,2,298
grigny,3,297
saint-gilles,2,297
saint-aubin,1,296
saint-jean-le-vieux,1,296
le noyer,1,296
authie,1,296
villard-sallet,1,295
saix,1,295
vincelles,1,293
andilly,1,293
francheville,1,289
saint-martin-des-champs,1,289
longueville,1,288
saint-flour,3,288
thury,1,283
croix-moligneaux,1,283
champignol-lez-mondeville,1,283
francheville,1,283
bauzy,1,282
gardes-le-pontaroux,1,282
seringes-et-nesles,1,280
saint-gilles,2,280
richebourg,1,279
givry,1,278
champguyon,1,277
aigne,1,276
moyenneville,1,275
le val,1,274
nelling,1,272
saint-aubin,1,270
saint-michel,2,269
bailleul,1,269
saint-avit,1,268
montigny-sur-aube,1,268
valleroy-aux-saules,1,268
hohfrankenheim,1,267
chelers,1,266
aulnay-sur-marne,1,265
garrigues,1,265
vieux-lixheim,1,264
fontaine,3,264
le cayrol,1,263
la chapelle-rambaud,1,262
neuvy,1,262
saint-sulpice,1,261
diou,1,261
hamelincourt,1,260
vindecy,1,259
marseillan,3,259
rumilly,3,259
saint-michel,2,258
lassay-sur-croisne,1,258
roche,1,258
londigny,1,257
arques,1,257
rochegude,1,255
moutiers,3,255
guerpont,1,254
montaut,1,254
grisolles,1,254
longvilliers,1,253
narcy,1,252
saint-aignan,1,252
vauvillers,1,251
anlezy,1,251
brassac,1,251
mauriac,1,249
castres,10,249
munster,2,249
mesmont,1,249
occhiatana,1,247
beaumont,2,247
saint-pierre,8,247
baugy,1,246
les cluses,1,245
la frette,1,245
auriac,1,244
charron,1,242
rochefort,8,242
sainte-suzanne,2,241
droupt-sainte-marie,1,241
salles,1,240
ormoy,1,240
damery,1,240
saint-avit,1,239
vernon,1,239
vosnon,1,235
auriac,1,235
antagnac,1,234
arnaud-guilhem,1,234
vrigny,1,232
saint-aubin,1,231
verdun,3,230
clamecy,1,230
change,3,230
flers,6,230
saint-paul,11,227
saint-astier,1,227
fleury,1,226
villegenon,1,225
beaufort,1,223
saint-julien,2,223
ormoy,1,222
le noyer,1,222
la couture,1,221
le noyer,1,219
sergeac,1,219
villers,1,216
saint-aignan,1,216
la martre,1,216
beaumont-hamel,1,215
conteville,1,215
saint-martin-sur-cojeul,1,214
taurignan-vieux,1,214
saint-denis-des-monts,1,213
vitrolles,2,212
croisilles,1,211
selles,1,211
francheville,1,211
andornay,1,208
rouvrois-sur-meuse,1,208
cours,4,207
viller,1,205
rexingen,1,204
ardelles,1,203
valence,3,201
saint-avit,1,201
saint-vincent,1,200
dannemarie,1,199
lisle,1,198
flers,6,198
maurepas,1,197
la saucelle,1,197
saint-pierre-du-mont,1,194
bellegarde,1,190
chagny,2,190
craon,1,189
mont,1,188
autreville,1,188
chilly,2,188
villiers-le-sec,1,188
salles,1,188
giron,1,187
baudrecourt,1,187
landouzy-la-cour,1,187
sainte-radegonde,1,186
clarac,1,185
saint-aubin,1,184
ormes,1,184
saint-laurent,2,182
givry,1,182
garrigues,1,181
clefmont,1,179
chaumont,3,178
labatut,2,177
labatut,2,177
mireval-lauragais,1,176
bagneux,1,176
villars,1,176
saint-erblon,1,176
saint-benin-des-bois,1,175
saint-pierre-de-belleville,1,175
dommartin,2,174
polignac,1,173
fresnes,2,173
la neuville-aux-larris,1,172
saint-avit,1,172
leudon-en-brie,1,171
croix,1,168
saint-mard,1,168
senlis,1,167
loddes,1,166
saint-priest,2,166
bagneux,1,165
ger,1,165
campagne,1,165
chevannes,2,164
ayguetinte,1,164
saint-germain,2,164
saint-paul,11,159
saint-just,1,158
nestier,1,158
nizas,1,158
rougemont,1,157
vicq,1,157
sainte-radegonde,1,156
le port,5,155
francheville,1,154
sergy,1,154
campagnac,1,154
saint-marcel,1,154
chavigny,1,154
nozay,1,153
saint-aignan,1,151
chilly,2,148
saint-sulpice,1,148
artix,1,144
les loges,1,143
beaumont,2,142
fleury,1,141
longueville,1,140
saint-just,1,138
beuvrigny,1,138
saint-vallier,2,137
arques,1,137
saint-pierre,8,136
saint-hippolyte,1,135
saint-symphorien,1,135
les loges,1,134
beynes,1,134
prades,1,134
saint-sulpice,1,133
moussy,1,132
montaut,1,132
igney,1,130
les angles,1,129
la neuville-à-maire,1,127
le pontet,4,127
dombasle-en-xaintois,1,126
montaut,1,124
fleury,1,123
changy,1,123
saint-michel,2,123
naves,1,121
beaumont,2,121
saint-hippolyte,1,121
apremont,1,120
sainte-anne,1,118
gizaucourt,1,118
lalanne-trie,1,116
condes,1,116
la haye,1,115
saint-mard,1,115
quissac,1,115
dannemarie,1,113
vix,1,112
saint-julien,2,112
cheniers,1,111
saint-gilles,2,111
sainte-marie,1,109
moussy,1,106
prugnanes,1,104
saint-vallier,2,99
soucy,1,98
saint-pierre,8,98
ussel,3,97
mesmont,1,96
saint-marcel,1,94
marseillan,3,93
saint-sulpice,1,93
baudrecourt,1,92
fenouillet,1,90
saint-mard,1,89
presles,1,89
fontenay,1,89
les bordes,1,88
torcy-le-petit,1,86
sainte-marie,1,84
sainte-marie,1,84
augy,1,83
mont-saint-martin,1,83
mont-saint-martin,1,83
domblain,1,82
quilly,1,82
saint-pierre-du-mont,1,81
aigremont,1,81
rouhe,1,81
montdidier,2,80
saignes,1,79
saint-usage,2,78
moulins,2,77
mont-saint-martin,1,76
saint-michel,2,76
marsas,2,74
conteville,1,73
nay,1,72
beaumont,2,72
gignac,1,72
lavaur,1,72
longchamp,1,71
gilley,1,70
bagneux,1,70
la rochette,1,70
beaurepaire,1,68
angles,2,68
passy,2,66
prades,1,66
poligny,1,66
fresnes,2,66
sainte-marie,1,65
sainte-radegonde,1,63
ribeauville,1,63
la rochette,1,61
blanquefort,2,59
francheville,1,56
la chapelle-sous-orbais,1,56
saint-jeannet,1,55
arcey,1,54
chaumont,3,54
sainte-catherine,1,54
longmesnil,1,52
borne,1,51
villiers-le-sec,1,49
saint-michel,2,49
chef-haut,1,48
callian,1,48
fontenay,1,46
mont,1,44
auriac,1,43
sainte-luce,1,43
sainte-anne,1,42
la rochelle,11,39
la montagne,1,37
sorbiers,1,37
chazelles,1,37
buxerolles,1,36
prades,1,33
chazelles,1,33
montgru-saint-hilaire,1,33
aigremont,1,20
